timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-01-14T13:29:55,BeYourChoice,b9a4ae57-6cbd-4c41-a874-8de7620c36e5,studente_run2,125.03006289999985,0.0014011901990927324,1.1206826315151234e-05,112.0,0.0,10.0,0.00388963068666664,0.0,0.0003471819424999984,0.0042368126291666384,0.0,Italy,ITA,campania,,,Windows-11-10.0.26100-SP0,3.12.0,3.2.1,8,11th Gen Intel(R) Core(TM) i7-1195G7 @ 2.90GHz,,,14.6661,40.7421,11.650871276855469,machine,1.6682926829268292,0,71.1089430894309,8.284537028491012,N,1.0,0.0
