timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-01-14T14:10:44,BeYourChoice,2c7ebdfd-cbca-447a-91dc-9490e7ed2cc8,docente_run4,65.04032319999988,0.0007289006829258454,1.1206904379679448e-05,112.0,0.0,10.0,0.00202338685422219,0.0,0.00018060773611110154,0.0022039945903332913,0.0,Italy,ITA,campania,,,Windows-11-10.0.26100-SP0,3.12.0,3.2.1,8,11th Gen Intel(R) Core(TM) i7-1195G7 @ 2.90GHz,,,14.6661,40.7421,11.650871276855469,machine,0.13125,0,81.46875,9.492607831954956,N,1.0,0.0
