timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-01-14T13:22:31,BeYourChoice,d0d9d01f-ff9a-4eea-943d-b6aacd00c5e3,docente_run3,125.0358146000001,0.0014012517997298276,1.1206803460372918e-05,112.0,0.0,10.0,0.0038898121266667065,0.0,0.0003471867658333319,0.004236998892500038,0.0,Italy,ITA,campania,,,Windows-11-10.0.26100-SP0,3.12.0,3.2.1,8,11th Gen Intel(R) Core(TM) i7-1195G7 @ 2.90GHz,,,14.6661,40.7421,11.650871276855469,machine,1.3845528455284555,0,70.81463414634148,8.250772305620394,N,1.0,0.0
