timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-01-14T13:35:12,BeYourChoice,c4fcd220-8eeb-4bef-a30a-d4272791a0fd,studente_run3vero,125.03675999999996,0.0014012420193329034,1.1206640505823278e-05,112.0,0.0,10.0,0.0038897853462222113,0.0,0.0003471839730555542,0.004236969319277763,0.0,Italy,ITA,campania,,,Windows-11-10.0.26100-SP0,3.12.0,3.2.1,8,11th Gen Intel(R) Core(TM) i7-1195G7 @ 2.90GHz,,,14.6661,40.7421,11.650871276855469,machine,0.8333333333333334,0,70.70162601626015,8.237726630234137,N,1.0,0.0
