timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-01-14T14:02:34,BeYourChoice,829432cd-876b-4833-a537-240130f68eeb,studente_run2,65.02567210000007,0.0007287310911213145,1.1206821361271463e-05,112.0,0.0,10.0,0.0020229216062222716,0.0,0.00018056018527778158,0.0022034817915000528,0.0,Italy,ITA,campania,,,Windows-11-10.0.26100-SP0,3.12.0,3.2.1,8,11th Gen Intel(R) Core(TM) i7-1195G7 @ 2.90GHz,,,14.6661,40.7421,11.650871276855469,machine,1.83125,0,71.521875,8.332559823989868,N,1.0,0.0
